# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/DBSCANanalysisSpecies.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/4/298K/4DAPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/4/298K/fixed_4DAPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/298K/avgRcutoff.dat
# Individual Species Contribution :	 DPPC-DPPC	DAPC-DAPC	CHOL-CHOL
# Cluster-count	Core to Total Lipids	Cluster lipids to        Total Lipids	Outliers To Total Lipids	Mean Core lipids per cluster        	STD Core lipids per cluster	 Mean lipids per cluster	 STD lipids         per cluster	 Silhouette Coefficent
13	12	0 0.03833333333333333	0.1388888888888889	0.0 0.195	0.46111111111111114	0.0 0.805	0.5388888888888889	1.0 1.7692307692307692	4.166666666666667	0.0 1.3674145257408599	3.5551215012835904	0.0 9.0	13.833333333333334	0.0 3.0382181012509997	8.132581932503902	0.0 0.6839169590067435	0.5452915779243787	-2
14	5	0 0.305	0.5944444444444444	0.0 0.7716666666666666	0.8944444444444445	0.0 0.22833333333333333	0.10555555555555556	1.0 13.071428571428571	42.8	0.0 16.99354619392015	22.355312567709717	0.0 33.07142857142857	64.4	0.0 37.929378522486246	30.58496362593881	0.0 0.0021466840680540817	0.38719239338961575	-2
8	4	0 0.36833333333333335	0.625	0.0 0.815	0.9416666666666667	0.0 0.185	0.058333333333333334	1.0 27.625	56.25	0.0 31.04407149521467	35.02409884636577	0.0 61.125	84.75	0.0 56.203730970461386	48.3651475755011	0.0 0.20584132118477858	0.25450123051290136	-2
6	2	0 0.3933333333333333	0.6777777777777778	0.0 0.8716666666666667	0.9388888888888889	0.0 0.12833333333333333	0.06111111111111111	1.0 39.333333333333336	122.0	0.0 42.01851443775179	4.0	0.0 87.16666666666667	169.0	0.0 90.81742980042738	0.0	0.0 0.022795119426869404	2	-2
4	2	1 0.455	0.7111111111111111	0.004166666666666667 0.845	0.975	0.029166666666666667 0.155	0.025	0.9708333333333333 68.25	128.0	0.5 63.83327893818396	3.0	0.5 126.75	175.5	3.5 115.55599292118086	0.5	3.5 0.10152536443713217	2	-2
5	2	1 0.465	0.725	0.008333333333333333 0.9133333333333333	0.9777777777777777	0.0375 0.08666666666666667	0.022222222222222223	0.9625 55.8	130.5	1.0 66.16464312606847	2.5	1.0 109.6	176.0	4.5 124.53850810090829	2.0	4.5 -0.15004820766184443	2	-2
3	2	1 0.5133333333333333	0.7444444444444445	0.004166666666666667 0.8966666666666666	0.9777777777777777	0.029166666666666667 0.10333333333333333	0.022222222222222223	0.9708333333333333 102.66666666666667	134.0	0.5 63.33684200807265	2.0	0.5 179.33333333333334	176.0	3.5 107.80331885222994	1.0	3.5 0.16392403534165084	2	-2
3	2	1 0.52	0.7416666666666667	0.004166666666666667 0.9366666666666666	0.9777777777777777	0.029166666666666667 0.06333333333333334	0.022222222222222223	0.9708333333333333 104.0	133.5	0.5 72.1295131459146	1.5	0.5 187.33333333333334	176.0	3.5 127.70364999569206	2.0	3.5 0.06574537665879691	2	-2
3	2	2 0.505	0.7638888888888888	0.008333333333333333 0.9233333333333333	0.9861111111111112	0.058333333333333334 0.07666666666666666	0.013888888888888888	0.9416666666666667 101.0	137.5	1.0 70.01428425685718	2.5	0.0 184.66666666666666	177.5	7.0 125.62996811624562	0.5	0.0 0.022249574552244033	2	2
4	2	1 0.445	0.7388888888888889	0.004166666666666667 0.8933333333333333	0.9777777777777777	0.029166666666666667 0.10666666666666667	0.022222222222222223	0.9708333333333333 66.75	133.0	0.5 58.3839661208452	1.0	0.5 134.0	176.0	3.5 111.81457865591588	1.0	3.5 0.003220826284901625	2	-2
4	2	0 0.5116666666666667	0.7722222222222223	0.0 0.9416666666666667	0.9833333333333333	0.0 0.058333333333333334	0.016666666666666666	1.0 76.75	139.0	0.0 70.24021284136317	0.0	0.0 141.25	177.0	0.0 119.56875637055025	0.0	0.0 0.059975012792532714	2	-2
3	2	0 0.475	0.7527777777777778	0.0 0.9033333333333333	0.9777777777777777	0.0 0.09666666666666666	0.022222222222222223	1.0 95.0	135.5	0.0 66.54822812567339	1.5	0.0 180.66666666666666	176.0	0.0 122.81784162825133	1.0	0.0 0.09549119663013368	2	-2
2	2	0 0.49	0.7166666666666667	0.0 0.9033333333333333	0.9666666666666667	0.0 0.09666666666666666	0.03333333333333333	1.0 147.0	129.0	0.0 2.0	2.0	0.0 271.0	174.0	0.0 6.0	3.0	0.0 2	2	-2
3	2	2 0.49666666666666665	0.7111111111111111	0.008333333333333333 0.94	0.9666666666666667	0.058333333333333334 0.06	0.03333333333333333	0.9416666666666667 99.33333333333333	128.0	0.6666666666666666 59.756914988048784	1.0	0.4714045207910317 188.0	174.0	4.666666666666667 108.71369125674404	0.0	3.299831645537222 0.16679990150345583	2	-2
3	2	2 0.5233333333333333	0.7722222222222223	0.0125 0.9316666666666666	0.9944444444444445	0.06666666666666667 0.06833333333333333	0.005555555555555556	0.9333333333333333 104.66666666666667	139.0	1.5 71.89034860273124	2.0	0.5 186.33333333333334	179.0	8.0 126.13308668051994	0.0	1.0 0.11505099178167484	2	2
2	2	0 0.5033333333333333	0.775	0.0 0.9	0.9972222222222222	0.0 0.1	0.002777777777777778	1.0 151.0	139.5	0.0 4.0	0.5	0.0 270.0	179.5	0.0 4.0	1.5	0.0 2	2	-2
3	2	1 0.5266666666666666	0.7777777777777778	0.004166666666666667 0.945	0.9861111111111112	0.029166666666666667 0.055	0.013888888888888888	0.9708333333333333 105.33333333333333	140.0	0.5 74.18145919897296	1.0	0.5 189.0	177.5	3.5 128.7866452703851	0.5	3.5 0.11492117528550688	2	-2
2	2	1 0.51	0.7805555555555556	0.004166666666666667 0.92	0.9888888888888889	0.029166666666666667 0.08	0.011111111111111112	0.9708333333333333 153.0	140.5	0.5 2.0	2.5	0.5 276.0	178.0	3.5 4.0	0.0	3.5 2	2	-2
2	2	1 0.5416666666666666	0.7638888888888888	0.008333333333333333 0.9333333333333333	0.9805555555555555	0.041666666666666664 0.06666666666666667	0.019444444444444445	0.9583333333333334 162.5	137.5	1.0 7.5	2.5	1.0 280.0	176.5	5.0 8.0	1.5	5.0 2	2	-2
3	2	2 0.5066666666666667	0.7694444444444445	0.008333333333333333 0.8983333333333333	0.975	0.058333333333333334 0.10166666666666667	0.025	0.9416666666666667 101.33333333333333	138.5	0.6666666666666666 69.67703272161415	6.5	0.4714045207910317 179.66666666666666	175.5	4.666666666666667 122.55429635698438	5.5	3.299831645537222 0.04696599083028153	2	-2
3	2	2 0.4766666666666667	0.7444444444444445	0.008333333333333333 0.8633333333333333	0.9638888888888889	0.058333333333333334 0.13666666666666666	0.03611111111111111	0.9416666666666667 95.33333333333333	134.0	0.6666666666666666 65.39283005209532	4.0	0.4714045207910317 172.66666666666666	173.5	4.666666666666667 115.98946312297318	2.5	3.299831645537222 0.1086563446111851	2	-2
5	2	0 0.44666666666666666	0.7666666666666667	0.0 0.8833333333333333	0.9833333333333333	0.0 0.11666666666666667	0.016666666666666666	1.0 53.6	138.0	0.0 63.23480054526938	1.0	0.0 106.0	177.0	0.0 118.85453293837809	2.0	0.0 -0.08690651629096052	2	-2
4	2	0 0.5016666666666667	0.7805555555555556	0.0 0.9183333333333333	0.9972222222222222	0.0 0.08166666666666667	0.002777777777777778	1.0 75.25	140.5	0.0 64.7779862298914	0.5	0.0 137.75	179.5	0.0 115.40445182054287	0.5	0.0 0.095613257791783	2	-2
2	2	2 0.5016666666666667	0.75	0.008333333333333333 0.9033333333333333	0.9944444444444445	0.058333333333333334 0.09666666666666666	0.005555555555555556	0.9416666666666667 150.5	135.0	1.0 2.5	3.0	0.0 271.0	179.0	7.0 5.0	0.0	0.0 2	2	2
2	2	1 0.5216666666666666	0.7361111111111112	0.004166666666666667 0.9316666666666666	0.9861111111111112	0.029166666666666667 0.06833333333333333	0.013888888888888888	0.9708333333333333 156.5	132.5	0.5 11.5	1.5	0.5 279.5	177.5	3.5 0.5	0.5	3.5 2	2	-2
3	2	3 0.5	0.7583333333333333	0.0125 0.905	0.9805555555555555	0.0875 0.095	0.019444444444444445	0.9125 100.0	136.5	1.0 68.86218120274728	10.5	0.0 181.0	176.5	7.0 120.91594876883143	3.5	0.0 0.06021213283322968	2	0.7974707398777418
4	2	0 0.47	0.775	0.0 0.9183333333333333	0.9888888888888889	0.0 0.08166666666666667	0.011111111111111112	1.0 70.5	139.5	0.0 50.93378053904893	7.5	0.0 137.75	178.0	0.0 97.7889947795763	2.0	0.0 0.14501721712261706	2	-2
4	2	0 0.49	0.7527777777777778	0.0 0.9283333333333333	0.9833333333333333	0.0 0.07166666666666667	0.016666666666666666	1.0 73.5	135.5	0.0 71.62576352123585	1.5	0.0 139.25	177.0	0.0 132.30717100747034	2.0	0.0 0.08998514457305684	2	-2
2	2	2 0.4716666666666667	0.7527777777777778	0.008333333333333333 0.9033333333333333	0.9833333333333333	0.058333333333333334 0.09666666666666666	0.016666666666666666	0.9416666666666667 141.5	135.5	0.6666666666666666 2.5	4.5	0.4714045207910317 271.0	177.0	4.666666666666667 11.0	1.0	3.299831645537222 2	2	-2
3	2	2 0.525	0.7638888888888888	0.0125 0.9233333333333333	0.9916666666666667	0.06666666666666667 0.07666666666666666	0.008333333333333333	0.9333333333333333 105.0	137.5	1.0 72.83314263895707	4.5	0.816496580927726 184.66666666666666	178.5	5.333333333333333 124.23186207875803	1.5	3.8586123009300755 0.14553339906617865	2	-2
6	2	0 0.485	0.7666666666666667	0.0 0.9333333333333333	0.9916666666666667	0.0 0.06666666666666667	0.008333333333333333	1.0 48.5	138.0	0.0 65.09672290778802	4.0	0.0 93.33333333333333	178.5	0.0 118.2718149950453	0.5	0.0 0.025724472291129813	2	-2
6	2	2 0.5083333333333333	0.7555555555555555	0.008333333333333333 0.9366666666666666	0.9888888888888889	0.058333333333333334 0.06333333333333334	0.011111111111111112	0.9416666666666667 50.833333333333336	136.0	0.6666666666666666 66.94628858686309	5.0	0.4714045207910317 93.66666666666667	178.0	4.666666666666667 118.6825832022355	1.0	3.299831645537222 -0.023558831518152846	2	-2
2	2	1 0.54	0.7805555555555556	0.004166666666666667 0.9266666666666666	0.9888888888888889	0.029166666666666667 0.07333333333333333	0.011111111111111112	0.9708333333333333 162.0	140.5	0.5 3.0	0.5	0.5 278.0	178.0	3.5 10.0	0.0	3.5 2	2	-2
5	2	2 0.4816666666666667	0.7222222222222222	0.008333333333333333 0.8633333333333333	0.9777777777777777	0.058333333333333334 0.13666666666666666	0.022222222222222223	0.9416666666666667 57.8	130.0	1.0 68.5081017106736	0.0	0.0 103.6	176.0	7.0 118.38175535106751	0.0	0.0 -0.07087784719904891	2	2
