# /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/CVs/wDBSCANanalysisSpecies.py --model /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/4/323K/4DAPC.psf --traj /Ashlin2/ashlin/Phase_Seperation/Analysis/Trajectory/DAPC/4/323K/fixed_4DAPC_100.dcd --lipid_list /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/lipidList.dat --r /Ashlin2/ashlin/Phase_Seperation/Analysis/CVs4PhaseSeparation/analysis/scripts/../../../CVs4PhaseSeparation/xy_rdf/DAPC/323K/avgRcutoff.dat
# Individual Species Contribution :	 DPPC-DPPC	DAPC-DAPC	CHOL-CHOL
# weighted-Mean-cluster-lipid	 wStd-cluster-lipid	        Silhouette Coefficent
18.139240506329113	25.72	0.0 9.937442527136014	10.404563101511439	0.0 0.449358696893049	0.5028758280282564	-2
197.540350877193	138.78817733990147	0.0 69.21674034318963	31.985209915336753	0.0 0.07587277081519632	0.10341248491546336	-2
224.32463768115943	163.9758064516129	9.0 65.37596155703109	2.9999024437832045	1.4142135623730951 0.05696876485805668	2	-2
288.0498614958449	169.95238095238096	0.0 1.999378361199328	1.9994330262111444	0.0 2	2	-2
262.71967654986526	171.0888888888889	7.0 49.90694430560074	2.9986828384195783	0.0 0.14357708221381443	2	-2
276.0	167.08560311284046	7.0 26.29762760005747	1.9981671869671023	0.0 0.15356163897240926	2	-2
287.06349206349205	171.55223880597015	0.0 5.999664053751136	3.499610136451032	0.0 2	2	-2
283.25815217391306	172.01538461538462	7.0 14.963585831389642	1.9999408275270214	0.0 0.13978818880420696	2	0.5582367067906887
286.4732620320856	173.08	7.0 0.4992845692306207	1.9983993594874874	0.0 2	2	-2
272.61421319796955	172.507299270073	7.0 29.809435378398433	0.49994671781741057	0.0 0.12926932424160087	2	-2
285.8668407310705	173.04444444444445	7.0 2.997043311181565	2.9996707638269275	0.0 2	2	-2
280.3228346456693	170.6679389312977	0.0 9.464298344086915	5.497435448948408	0.0 2	2	-2
291.51145038167937	174.5185185185185	7.0 1.499956295616441	0.4996569467863719	0.0 2	2	2
287.5164556962025	174.56	7.5 0.4997291366955603	1.4987995196156156	0.5 2	2	-2
275.6948228882834	171.0	9.25 6.497079654906573	0.0	1.299038105676658 2	2	2
291.9976359338061	177.09608540925268	13.0 0.9999972055916112	2.9984608708683775	0.0 2	2	-2
290.0952380952381	175.09608540925268	7.0 1.9977311393717172	2.9984608708683775	0.0 2	2	-2
281.0272952853598	177.5088339222615	0.0 0.9996274142885072	0.4999219557265694	0.0 2	2	-2
284.5059382422803	176.5	7.0 0.4999647360350734	4.5	0.0 2	2	-2
283.96491228070175	175.0	0.0 1.9996921893017552	0.0	0.0 2	2	-2
282.51918158567776	173.96923076923076	7.0 1.499877350576002	0.9995265151249715	0.0 2	2	-2
283.48081841432224	174.5	7.0 2.499926412271147	1.5	0.0 2	2	-2
291.0194174757282	175.1086956521739	7.0 3.9999528699268874	2.998030229200247	0.0 2	2	-2
288.50611246943765	175.05494505494505	0.0 0.49996263632132926	0.9984893794813667	0.0 2	2	-2
286.0199004975124	177.0	0.0 0.9998019654905452	0.0	0.0 2	2	-2
282.4788732394366	173.00735294117646	0.0 1.499851212616804	0.9999729667626297	0.0 2	2	-2
282.9425837320574	175.01845018450186	0.0 3.999587900293672	0.9998297808586459	0.0 2	2	-2
279.30123456790125	174.53649635036496	7.0 20.90822092334845	2.499733589087053	0.0 0.17969999264456668	2	-2
282.09859154929575	169.5056179775281	0.0 4.999027876138265	0.4999684373322919	0.0 2	2	-2
276.58490566037733	171.5326086956522	0.0 3.4989699954180637	1.499645515769598	0.0 2	2	-2
268.82784810126583	173.49442379182156	7.0 29.819299403042976	1.4999896352649742	0.0 0.1373598395445726	2	-2
289.49397590361446	177.01075268817203	7.0 0.499963708945697	0.999942188177434	0.0 2	2	-2
287.0103092783505	177.1764705882353	0.0 0.9999468579779085	2.994805190907731	0.0 2	2	-2
293.007556675063	174.02985074626866	0.0 0.9999714479233858	1.9997772208291613	0.0 2	2	-2
288.5037783375315	177.0	7.0 1.4999952413809512	0.0	0.0 2	2	0.8093890021251031
283.5218446601942	175.53962264150942	10.0 1.4998409285057537	3.499775713710782	0.0 2	2	-2
286.1798561151079	175.5	0.0 4.996764130700816	2.5	0.0 2	2	-2
294.04455445544556	177.020979020979	7.0 0.9990069571829573	0.999779916120924	0.0 2	2	-2
281.0808625336927	172.60294117647058	7.0 5.999455079475535	3.498485831640147	0.0 2	2	2
